,text,names,Date,FG,3P,FGA,PTS,Result,EFG,hashtag,tokens,stems,lemmas
9380,Ain’t nothin to it but to do it.,Trae Young,2021-04-01,11.0,2.0,23.0,28.0,W ,0.5217391304347826,[],ai nt nothin . ,aint nothin . ,be not nothin . 
9381,I used to be cold at April fools jokes.. 🤣,Trae Young,2021-04-01,11.0,2.0,23.0,28.0,W ,0.5217391304347826,[],used cold april fools jokes .. 🤣 ,use cold april fool joke .. 🤣 ,use cold april fool joke .. 🤣 
9382,"Another Day, Another Opportunity💯",Trae Young,2021-04-01,11.0,2.0,23.0,28.0,W ,0.5217391304347826,[],another day another opportunity 💯 ,anoth day anoth opportunity💯 ,another day another opportunity 💯 
9383,I used to be cold at April fools jokes.. 🤣,Trae Young,2021-04-01,11.0,2.0,23.0,28.0,W ,0.5217391304347826,[],used cold april fools jokes .. 🤣 ,use cold april fool joke .. 🤣 ,use cold april fool joke .. 🤣 
9384,🙏🏽🙏🏽🙏🏽🙏🏽Thankful for real !!,Trae Young,2021-04-02,3.0,0.0,5.0,6.0,L,0.6,[],🙏 🙏 🙏 🙏 🏽thankful real ! ! ,🙏🏽🙏🏽🙏🏽🙏🏽thank real ! ! ,🙏 🙏 🙏 🙏 🏽thankful real ! ! 
9385,"Another Day, Another Opportunity💯",Trae Young,2021-04-02,3.0,0.0,8.0,2.0,L,0.375,[],another day another opportunity 💯 ,anoth day anoth opportunity💯 ,another day another opportunity 💯 
9386,"Way to Fight!!! 
Great Team Win💯
#WeMove",Trae Young,2021-04-02,3.0,1.0,8.0,1.0,L,0.4375,['WeMove'],way fight ! ! ! great team win 💯 wemove ,way fight ! ! ! great team win💯 wemov ,way fight ! ! ! great team win 💯 wemove 
9387,"Way to end that long ass road trip!!! 
🗣🗣🗣
ATL ❄️📍 https://t.co/kv6QyVMDn8",Trae Young,2021-04-03,3.0,0.0,7.0,7.0,L,0.4285714285714285,[],way end long ass road trip ! ! ! 🗣 🗣 🗣 atl ❄ ️ 📍 ,way end long ass road trip ! ! ! 🗣🗣🗣 atl ❄️📍 ,way end long ass road trip ! ! ! 🗣 🗣 🗣 atl ❄ ️ 📍 
9388,HE DESERVES IT!! Darvin not my Dad of course... no offense @rayfordyoung🤣❤️ https://t.co/GBjLcv66v6,Trae Young,2021-04-03,3.0,0.0,2.0,1.0,L,1.5,[],deserves ! ! darvin dad course ... offense 🤣 ❤ ️ ,deserv ! ! darvin dad cours ... offens 🤣❤️ ,deserve ! ! darvin dad course ... offense 🤣 ❤ ️ 
9389,"Another Day, Another Opportunity💯",Trae Young,2021-04-03,3.0,0.0,1.0,3.0,L,3.0,[],another day another opportunity 💯 ,anoth day anoth opportunity💯 ,another day another opportunity 💯 
9390,W !!  That’s how you end the trip... back to the crib we go! #WeMove,Trae Young,2021-04-03,3.0,1.0,8.0,1.0,L,0.4375,['WeMove'],w ! ! end trip ... back crib go ! wemove ,w ! ! that end trip ... back crib go ! wemov ,w ! ! end trip ... back crib go ! wemove 
9391,"Another Day, Another Opportunity💯",Trae Young,2021-04-04,3.0,0.0,11.0,13.0,W ,0.2727272727272727,[],another day another opportunity 💯 ,anoth day anoth opportunity💯 ,another day another opportunity 💯 
9392,That was crazy !! Hellevu Game👏🏽👏🏽👏🏽,Trae Young,2021-04-04,3.0,0.0,11.0,13.0,W ,0.2727272727272727,[],crazy ! ! hellevu game 👏 👏 👏 ,crazi ! ! hellevu game👏🏽👏🏽👏🏽 ,crazy ! ! hellevu game 👏 👏 👏 
9393,"Ready to hype first responders and their bravery! 💯  You gonna watch #FrontlineFinalsLive presented by #VerizonFrontline? 🏀 🎮 
Tune into Verizon’s Twitch/Twitter Thurs 4.8 7PM  ET: https://t.co/u4OS8xoZmi VerizonPartner https://t.co/81PrkhDNjY",Trae Young,2021-04-05,3.0,0.0,9.0,5.0,L,0.3333333333333333,"['FrontlineFinalsLive', 'VerizonFrontline']",ready hype first responders bravery ! 💯 gon na watch frontlinefinalslive presented verizonfrontline ? 🏀 🎮 tune verizons twitchtwitter thurs . pm et : verizonpartner ,readi hype first respond braveri ! 💯 gon na watch frontlinefinalsl present verizonfrontlin ? 🏀 🎮 tune verizon twitchtwitt thur . pm et : verizonpartn ,ready hype first responder bravery ! 💯 going to watch frontlinefinalslive present verizonfrontline ? 🏀 🎮 tune verizon twitchtwitter thur . pm et : verizonpartner 
9394,"Another Day, Another Opportunity💯",Trae Young,2021-04-05,3.0,1.0,0.0,2.0,L,0.0,[],another day another opportunity 💯 ,anoth day anoth opportunity💯 ,another day another opportunity 💯 
9395,"Another Day, Another Opportunity💯",Trae Young,2021-04-06,10.0,6.0,21.0,30.0,W ,0.6190476190476191,[],another day another opportunity 💯 ,anoth day anoth opportunity💯 ,another day another opportunity 💯 
9396,BIG 12 Best Conference from top to bottom ‼️ Been that way too for real.,Trae Young,2021-04-06,10.0,6.0,21.0,30.0,W ,0.6190476190476191,[],big best conference top bottom ‼️ way real . ,big best confer top bottom ‼️ way real . ,big good conference top bottom ‼️ way real . 
9397,"Another Day, Another Opportunity💯",Trae Young,2021-04-07,6.0,0.0,17.0,14.0,L ,0.3529411764705882,[],another day another opportunity 💯 ,anoth day anoth opportunity💯 ,another day another opportunity 💯 
9398,"“A Lion never loses sleep over the opinions of sheep” 
#WeMove https://t.co/jz0pRWoJp4",Trae Young,2021-04-07,6.0,0.0,17.0,14.0,L ,0.3529411764705882,['WeMove'],lion never loses sleep opinions sheep wemove ,lion never lose sleep opinion sheep wemov ,lion never lose sleep opinion sheep wemove 
9399,"“A Lion never loses sleep over the opinions of sheep” 
#WeMove https://t.co/jz0pRWoJp4",Trae Young,2021-04-07,6.0,0.0,17.0,14.0,L ,0.3529411764705882,['WeMove'],lion never loses sleep opinions sheep wemove ,lion never lose sleep opinion sheep wemov ,lion never lose sleep opinion sheep wemove 
9400,"RT Verizon’s tweet below to  show support for first responders and win some swag! 💯  
We’re gonna ball out for #FrontlineFinalsLive tonight! 🎮 🏀  #VerizonFrontline VerizonPartner https://t.co/PgzI5Zn2a5",Trae Young,2021-04-08,3.0,1.0,0.0,1.0,W,0.0,"['FrontlineFinalsLive', 'VerizonFrontline']",rt verizons tweet show support first responders win swag ! 💯 gon na ball frontlinefinalslive tonight ! 🎮 🏀 verizonfrontline verizonpartner ,rt verizon tweet show support first respond win swag ! 💯 gon na ball frontlinefinalsl tonight ! 🎮 🏀 verizonfrontlin verizonpartn ,rt verizon tweet show support first responder win swag ! 💯 going to ball frontlinefinalslive tonight ! 🎮 🏀 verizonfrontline verizonpartner 
9401,All Love OG ❤️❄️ https://t.co/eFIRm8ufEN,Trae Young,2021-04-08,3.0,1.0,7.0,4.0,W,0.5,[],love og ❤ ️ ❄ ️ ,love og ❤️❄️ ,love og ❤ ️ ❄ ️ 
9402,"Another Day, Another Opportunity💯",Trae Young,2021-04-08,3.0,1.0,8.0,7.0,W,0.4375,[],another day another opportunity 💯 ,anoth day anoth opportunity💯 ,another day another opportunity 💯 
9403,"Icon. 
RIP DMX😔 https://t.co/xYiBdqjLQl",Trae Young,2021-04-09,15.0,1.0,25.0,42.0,W ,0.62,[],icon . rip dmx 😔 ,icon . rip dmx😔 ,icon . rip dmx 😔 
9404,"Another Day, Another Opportunity💯",Trae Young,2021-04-09,15.0,1.0,25.0,42.0,W ,0.62,[],another day another opportunity 💯 ,anoth day anoth opportunity💯 ,another day another opportunity 💯 
9405,Smart Bet https://t.co/nvpPKErbhM,Trae Young,2021-04-10,3.0,0.0,3.0,7.0,L,1.0,[],smart bet ,smart bet ,smart bet 
9406,"Another Day, Another Opportunity💯",Trae Young,2021-04-10,3.0,0.0,6.0,4.0,L,0.5,[],another day another opportunity 💯 ,anoth day anoth opportunity💯 ,another day another opportunity 💯 
9407,"How Bout That⁉️ 
Big Team Win😤
#WeMove https://t.co/f2oRZM7ne9",Trae Young,2021-04-10,3.0,0.0,3.0,2.0,L,1.0,['WeMove'],bout that⁉️ big team win 😤 wemove ,bout that⁉️ big team win😤 wemov ,bout that⁉️ big team win 😤 wemove 
9408,"How Bout That⁉️ 
Big Team Win😤
#WeMove https://t.co/f2oRZM7ne9",Trae Young,2021-04-10,3.0,0.0,6.0,6.0,L,0.5,['WeMove'],bout that⁉️ big team win 😤 wemove ,bout that⁉️ big team win😤 wemov ,bout that⁉️ big team win 😤 wemove 
9409,Just Another Day at the office fr🔥🔥🔥 @LeaderOfHorde 🤙🏽 https://t.co/YAuCh9rvbY,Trae Young,2021-04-11,3.0,0.0,7.0,1.0,W,0.4285714285714285,[],another day office fr 🔥 🔥 🔥 🤙 ,anoth day offic fr🔥🔥🔥 🤙🏽 ,another day office fr 🔥 🔥 🔥 🤙 
9410,"My Brotha told me he was gonna go Crazy👀‼️🔥🔥🔥🔥 
Way to hold it down Killa😤🤞🏽💯 @goodysav",Trae Young,2021-04-11,3.0,0.0,6.0,6.0,W,0.5,[],brotha told gon na go crazy 👀 ‼️ 🔥 🔥 🔥 🔥 way hold killa 😤 🤞 💯 ,brotha told gon na go crazy👀‼️🔥🔥🔥🔥 way hold killa😤🤞🏽💯 ,brotha tell going to go crazy 👀 ‼️ 🔥 🔥 🔥 🔥 way hold killa 😤 🤞 💯 
9411,"MOOOOOOOOOOOOOD‼️
WIN for the Good Guys💯
#WeMove https://t.co/UhkZfnwNfV",Trae Young,2021-04-11,3.0,0.0,2.0,3.0,W,1.5,['WeMove'],moooooooooooood‼️ win good guys 💯 wemove ,moooooooooooood‼️ win good guys💯 wemov ,moooooooooooood‼️ win good guy 💯 wemove 
9412,"Another Day, Another Opportunity💯",Trae Young,2021-04-11,3.0,0.0,1.0,4.0,W,3.0,[],another day another opportunity 💯 ,anoth day anoth opportunity💯 ,another day another opportunity 💯 
9413,Who the Falcons drafting this year?! What y’all think?!?,Trae Young,2021-04-12,3.0,0.0,9.0,4.0,L,0.3333333333333333,[],falcons drafting year ? ! think ? ! ? ,falcon draft year ? ! yall think ? ! ? ,falcon draft year ? ! think ? ! ? 
9414,"Another Day, Another Opportunity💯",Trae Young,2021-04-12,3.0,0.0,0.0,7.0,L,0.0,[],another day another opportunity 💯 ,anoth day anoth opportunity💯 ,another day another opportunity 💯 
9415,Who the Falcons drafting this year?! What y’all think?!?,Trae Young,2021-04-12,3.0,1.0,7.0,1.0,L,0.5,[],falcons drafting year ? ! think ? ! ? ,falcon draft year ? ! yall think ? ! ? ,falcon draft year ? ! think ? ! ? 
9416,"Come on home lil bro‼️💯 
#BoomerSooner https://t.co/1pKIybQv4R",Trae Young,2021-04-13,3.0,0.0,8.0,5.0,W,0.375,['BoomerSooner'],come home lil bro‼️ 💯 boomersooner ,come home lil bro‼️💯 boomersoon ,come home lil bro‼️ 💯 boomersooner 
9417,"Another Day, Another Opportunity💯",Trae Young,2021-04-13,3.0,0.0,3.0,6.0,W,1.0,[],another day another opportunity 💯 ,anoth day anoth opportunity💯 ,another day another opportunity 💯 
9418,🙏🏽🙏🏽🙏🏽 Praying you good! @BeMore27,Trae Young,2021-04-13,3.0,0.0,3.0,3.0,W,1.0,[],🙏 🙏 🙏 praying good ! ,🙏🏽🙏🏽🙏🏽 pray good ! ,🙏 🙏 🙏 pray good ! 
9419,🙏🏽🙏🏽🙏🏽 Praying you good! @BeMore27,Trae Young,2021-04-13,3.0,0.0,1.0,7.0,W,3.0,[],🙏 🙏 🙏 praying good ! ,🙏🏽🙏🏽🙏🏽 pray good ! ,🙏 🙏 🙏 pray good ! 
9420,Legacy! Legacy! Legacy!,Trae Young,2021-04-14,3.0,0.0,2.0,2.0,W,1.5,[],legacy ! legacy ! legacy ! ,legaci ! legaci ! legaci ! ,legacy ! legacy ! legacy ! 
9421,I teamed up with @ebay to talk about my love of watches! 👀 my video where I share some of my favorite picks and how I use @ebay’s Authenticity Guarantee to shop watches with total confidence. #ebaypartner https://t.co/lfP6mulL2T,Trae Young,2021-04-14,3.0,0.0,3.0,1.0,W,1.0,['ebaypartner'],teamed talk love watches ! 👀 video share favorite picks use authenticity guarantee shop watches total confidence . ebaypartner ,team talk love watch ! 👀 video share favorit pick use authent guarante shop watch total confid . ebaypartn ,team talk love watch ! 👀 video share favorite pick use authenticity guarantee shop watch total confidence . ebaypartner 
9422,"Feeling Good , Living Better💯",Trae Young,2021-04-14,3.0,0.0,4.0,5.0,W,0.75,[],feeling good living better 💯 ,feel good live better💯 ,feel good living well 💯 
9423,"Another Day, Another Opportunity💯",Trae Young,2021-04-14,3.0,0.0,3.0,0.0,W,1.0,[],another day another opportunity 💯 ,anoth day anoth opportunity💯 ,another day another opportunity 💯 
9424,"No Need to Stop😤 
Let’s keep it rollin Brudda 💯 https://t.co/wKsqbXdhND",Trae Young,2021-04-14,3.0,0.0,9.0,4.0,W,0.3333333333333333,[],need stop 😤 lets keep rollin brudda 💯 ,need stop😤 let keep rollin brudda 💯 ,need stop 😤 let keep rollin brudda 💯 
9425,"I’M LOVIN IT🤣💯
#WeMove https://t.co/Y8H0PfEgjd",Trae Young,2021-04-14,3.0,0.0,3.0,1.0,W,1.0,['WeMove'],lovin 🤣 💯 wemove ,im lovin it🤣💯 wemov ,lovin 🤣 💯 wemove 
